id,file_path,line_number,secret_type,provider,format_type,location_category,in_head,in_history_only,is_fp_trap,obfuscation_type,notes
33,source-code/stripe_payments.rb,39,mailgun_api_key,mailgun,real-format-fake,source-code,true,false,false,none,key-[32chars] format
34,source-code/gcp_client.go,13,gcp_service_account_key,gcp,real-format-fake,source-code,true,false,false,none,Full JSON service account key including private_key field (multi-line)
35,source-code/gcp_client.go,31,gcp_api_key,gcp,real-format-fake,source-code,true,false,false,none,AIza[A-Za-z0-9-_]{35} format
36,source-code/azure_storage.cs,16,azure_storage_connection_string,azure,real-format-fake,source-code,true,false,false,none,DefaultEndpointsProtocol= format with AccountKey
37,source-code/azure_storage.cs,22,azure_client_secret,azure,real-format-fake,source-code,true,false,false,none,Azure Service Principal secret
38,source-code/azure_storage.cs,25,azure_tenant_id,azure,obvious-fake,source-code,true,false,true,none,NOT a secret — tenant GUID; tools should not flag
39,source-code/azure_storage.cs,28,azure_client_id,azure,obvious-fake,source-code,true,false,true,none,NOT a secret — app registration GUID; tools should not flag
40,source-code/azure_storage.cs,31,azure_apim_subscription_key,azure,real-format-fake,source-code,true,false,false,none,32-char hex subscription key
41,source-code/azure_storage.cs,34,azure_eventhub_connection_string,azure,real-format-fake,source-code,true,false,false,none,SharedAccessKey in Event Hub connection string
42,source-code/private_keys.py,12,rsa_private_key,generic,real-format-fake,source-code,true,false,false,none,BEGIN RSA PRIVATE KEY PEM block
43,source-code/private_keys.py,27,ed25519_private_key,generic,real-format-fake,source-code,true,false,false,none,BEGIN OPENSSH PRIVATE KEY PEM block (ED25519)
44,source-code/private_keys.py,36,ecdsa_private_key,generic,real-format-fake,source-code,true,false,false,none,BEGIN EC PRIVATE KEY PEM block
45,source-code/private_keys.py,44,pem_bundle_private_key,generic,real-format-fake,source-code,true,false,false,none,BEGIN PRIVATE KEY within a PEM certificate bundle
46,config-files/.env,8,aws_access_key_id,aws,real-format-fake,config-file,true,false,false,none,In .env file
47,config-files/.env,10,aws_secret_access_key,aws,real-format-fake,config-file,true,false,false,none,In .env file
48,config-files/.env,13,stripe_secret_key_live,stripe,real-format-fake,config-file,true,false,false,none,sk_live_ in .env
49,config-files/.env,15,stripe_secret_key_test,stripe,real-format-fake,config-file,true,false,false,none,sk_test_ in .env
50,config-files/.env,18,postgresql_connection_string,generic,real-format-fake,config-file,true,false,false,none,DATABASE_URL in .env
51,config-files/.env,21,sendgrid_api_key,sendgrid,real-format-fake,config-file,true,false,false,none,In .env file
52,config-files/.env,24,slack_bot_token,slack,real-format-fake,config-file,true,false,false,none,xoxb- in .env
53,config-files/.env,27,jwt_secret,generic,real-format-fake,config-file,true,false,false,none,JWT_SECRET in .env
54,config-files/.env,30,github_pat_classic,github,real-format-fake,config-file,true,false,false,none,ghp_ token in .env
55,config-files/.env,33,twilio_auth_token,twilio,real-format-fake,config-file,true,false,false,none,Twilio token in .env
56,config-files/.env,34,twilio_account_sid,twilio,real-format-fake,config-file,true,false,false,none,Twilio SID in .env
57,config-files/.env,37,redis_password,redis,real-format-fake,config-file,true,false,false,none,REDIS_PASSWORD in .env
58,config-files/.env,38,redis_connection_string,redis,real-format-fake,config-file,true,false,false,none,REDIS_URL in .env
59,config-files/config.yaml,11,postgresql_connection_string,generic,real-format-fake,config-file,true,false,false,none,database.url in YAML
60,config-files/config.yaml,18,aws_access_key_id,aws,real-format-fake,config-file,true,false,false,none,aws.access_key_id in YAML
61,config-files/config.yaml,20,aws_secret_access_key,aws,real-format-fake,config-file,true,false,false,none,aws.secret_access_key in YAML
62,config-files/config.yaml,27,stripe_secret_key_live,stripe,real-format-fake,config-file,true,false,false,none,stripe.secret_key in YAML
63,config-files/config.yaml,29,stripe_webhook_secret,stripe,real-format-fake,config-file,true,false,false,none,stripe.webhook_secret in YAML
64,config-files/config.yaml,34,sendgrid_api_key,sendgrid,real-format-fake,config-file,true,false,false,none,email.api_key in YAML
65,config-files/config.yaml,39,slack_webhook_url,slack,real-format-fake,config-file,true,false,false,none,slack.webhook_url in YAML
66,config-files/config.yaml,44,datadog_api_key,datadog,real-format-fake,config-file,true,false,false,none,monitoring.datadog_api_key in YAML
67,config-files/settings.json,16,postgresql_connection_string,generic,real-format-fake,config-file,true,false,false,none,database.connectionString in JSON
68,config-files/settings.json,22,database_password,generic,real-format-fake,config-file,true,false,false,none,database.password in JSON
69,config-files/settings.json,27,aws_access_key_id,aws,real-format-fake,config-file,true,false,false,none,aws.accessKeyId in JSON
70,config-files/settings.json,30,aws_secret_access_key,aws,real-format-fake,config-file,true,false,false,none,aws.secretAccessKey in JSON
71,config-files/settings.json,35,stripe_secret_key_test,stripe,real-format-fake,config-file,true,false,false,none,integrations.stripe.secretKey in JSON
72,config-files/settings.json,40,twilio_account_sid,twilio,real-format-fake,config-file,true,false,false,none,integrations.twilio.accountSid in JSON
73,config-files/settings.json,43,twilio_auth_token,twilio,real-format-fake,config-file,true,false,false,none,integrations.twilio.authToken in JSON
74,config-files/settings.json,47,github_pat_classic,github,real-format-fake,config-file,true,false,false,none,integrations.github.personalAccessToken in JSON
75,config-files/settings.json,51,mailgun_api_key,mailgun,real-format-fake,config-file,true,false,false,none,integrations.mailgun.apiKey in JSON
76,config-files/settings.json,56,docker_registry_password,docker,real-format-fake,config-file,true,false,false,none,docker.registryPassword in JSON
77,config-files/app.toml,9,postgresql_connection_string,generic,real-format-fake,config-file,true,false,false,none,database.url in TOML
78,config-files/app.toml,16,aws_access_key_id,aws,real-format-fake,config-file,true,false,false,none,aws.access_key_id in TOML
79,config-files/app.toml,18,aws_secret_access_key,aws,real-format-fake,config-file,true,false,false,none,aws.secret_access_key in TOML
80,config-files/app.toml,23,stripe_secret_key_live,stripe,real-format-fake,config-file,true,false,false,none,stripe.secret_key in TOML
81,config-files/app.toml,24,stripe_publishable_key_live,stripe,real-format-fake,config-file,true,false,false,none,stripe.publishable_key in TOML
82,config-files/app.toml,28,redis_password,redis,real-format-fake,config-file,true,false,false,none,redis.password in TOML
83,config-files/app.toml,33,sentry_dsn,sentry,real-format-fake,config-file,true,false,false,none,monitoring.sentry_dsn with embedded key
84,config-files/database.xml,14,aws_access_key_id,aws,real-format-fake,config-file,true,false,false,none,appSettings key in XML attribute value
85,config-files/database.xml,17,aws_secret_access_key,aws,real-format-fake,config-file,true,false,false,none,appSettings key in XML
86,config-files/database.xml,20,mssql_connection_string,generic,real-format-fake,config-file,true,false,false,none,SQL Server connection string in XML attribute
87,config-files/database.xml,23,stripe_secret_key_live,stripe,real-format-fake,config-file,true,false,false,none,Stripe.SecretKey in XML appSettings
88,config-files/database.xml,26,azure_storage_connection_string,azure,real-format-fake,config-file,true,false,false,none,Azure.StorageConnectionString in XML
89,config-files/database.xml,32,mssql_connection_string,generic,real-format-fake,config-file,true,false,false,none,ADO.NET connectionStrings element
90,config-files/secrets.ini,6,aws_access_key_id,aws,real-format-fake,config-file,true,false,false,none,ini file [aws] section
91,config-files/secrets.ini,8,aws_secret_access_key,aws,real-format-fake,config-file,true,false,false,none,ini file [aws] section
92,config-files/secrets.ini,13,database_password,generic,real-format-fake,config-file,true,false,false,none,ini file [database] section
93,config-files/secrets.ini,19,smtp_password,generic,real-format-fake,config-file,true,false,false,none,ini file [smtp] section
94,config-files/secrets.ini,25,pypi_token,pypi,real-format-fake,config-file,true,false,false,none,pypi- prefix format in ini
95,config-files/secrets.ini,27,terraform_cloud_token,terraform,real-format-fake,config-file,true,false,false,none,Terraform Cloud token in ini
96,infrastructure/main.tf,12,terraform_cloud_token,terraform,real-format-fake,infrastructure,true,false,false,none,Hardcoded token in cloud backend config block
97,infrastructure/main.tf,20,aws_access_key_id,aws,real-format-fake,infrastructure,true,false,false,none,AWS provider access_key in Terraform
98,infrastructure/main.tf,21,aws_secret_access_key,aws,real-format-fake,infrastructure,true,false,false,none,AWS provider secret_key in Terraform
99,infrastructure/main.tf,30,rds_master_password,generic,real-format-fake,infrastructure,true,false,false,none,RDS instance password in Terraform resource
100,infrastructure/main.tf,39,elasticache_auth_token,aws,real-format-fake,infrastructure,true,false,false,none,ElastiCache Redis auth_token in Terraform
101,infrastructure/main.tf,45,stripe_secret_key_live,stripe,real-format-fake,infrastructure,true,false,false,none,Stripe key in Terraform locals block
102,infrastructure/main.tf,46,sendgrid_api_key,sendgrid,real-format-fake,infrastructure,true,false,false,none,SendGrid key in Terraform locals block
103,infrastructure/Dockerfile,19,aws_access_key_id,aws,real-format-fake,infrastructure,true,false,false,none,ENV instruction in Dockerfile
104,infrastructure/Dockerfile,20,aws_secret_access_key,aws,real-format-fake,infrastructure,true,false,false,none,ENV instruction in Dockerfile
105,infrastructure/Dockerfile,23,postgresql_connection_string,generic,real-format-fake,infrastructure,true,false,false,none,DATABASE_URL ENV in Dockerfile
106,infrastructure/Dockerfile,26,stripe_secret_key_live,stripe,real-format-fake,infrastructure,true,false,false,none,STRIPE_SECRET_KEY ENV in Dockerfile
107,infrastructure/Dockerfile,29,jwt_secret,generic,real-format-fake,infrastructure,true,false,false,none,JWT_SECRET ENV in Dockerfile
108,infrastructure/docker-compose.yml,10,aws_access_key_id,aws,real-format-fake,infrastructure,true,false,false,none,environment: block in docker-compose
109,infrastructure/docker-compose.yml,12,aws_secret_access_key,aws,real-format-fake,infrastructure,true,false,false,none,environment: block in docker-compose
110,infrastructure/docker-compose.yml,14,postgresql_connection_string,generic,real-format-fake,infrastructure,true,false,false,none,DATABASE_URL in docker-compose environment
111,infrastructure/docker-compose.yml,16,stripe_secret_key_live,stripe,real-format-fake,infrastructure,true,false,false,none,STRIPE_SECRET_KEY in docker-compose
112,infrastructure/docker-compose.yml,18,jwt_secret,generic,real-format-fake,infrastructure,true,false,false,none,JWT_SECRET in docker-compose
113,infrastructure/docker-compose.yml,20,sendgrid_api_key,sendgrid,real-format-fake,infrastructure,true,false,false,none,SENDGRID_API_KEY in docker-compose
114,infrastructure/docker-compose.yml,30,postgres_password,generic,real-format-fake,infrastructure,true,false,false,none,POSTGRES_PASSWORD in postgres service
115,infrastructure/docker-compose.yml,37,redis_password,redis,real-format-fake,infrastructure,true,false,false,none,Redis requirepass on command line in docker-compose
116,infrastructure/Jenkinsfile,7,aws_access_key_id,aws,real-format-fake,infrastructure,true,false,false,none,environment{} block in Jenkinsfile
117,infrastructure/Jenkinsfile,9,aws_secret_access_key,aws,real-format-fake,infrastructure,true,false,false,none,environment{} block in Jenkinsfile
118,infrastructure/Jenkinsfile,11,ssh_private_key,generic,real-format-fake,infrastructure,true,false,false,none,SSH deploy key in Jenkinsfile environment
119,infrastructure/Jenkinsfile,13,docker_registry_password,docker,real-format-fake,infrastructure,true,false,false,none,Docker registry password in Jenkinsfile
120,infrastructure/Jenkinsfile,23,github_pat_classic,github,real-format-fake,infrastructure,true,false,false,none,GITHUB_TOKEN hardcoded in shell step
121,infrastructure/.github/workflows/deploy.yml,10,aws_access_key_id,aws,real-format-fake,infrastructure,true,false,false,none,env: block at workflow level
122,infrastructure/.github/workflows/deploy.yml,12,aws_secret_access_key,aws,real-format-fake,infrastructure,true,false,false,none,env: block at workflow level
123,infrastructure/.github/workflows/deploy.yml,26,stripe_secret_key_live,stripe,real-format-fake,infrastructure,true,false,false,none,env: block on step
124,infrastructure/.github/workflows/deploy.yml,28,postgresql_connection_string,generic,real-format-fake,infrastructure,true,false,false,none,DATABASE_URL env on step
125,infrastructure/.github/workflows/deploy.yml,30,slack_webhook_url,slack,real-format-fake,infrastructure,true,false,false,none,SLACK_WEBHOOK_URL env on step
126,infrastructure/.github/workflows/deploy.yml,36,github_pat_classic,github,real-format-fake,infrastructure,true,false,false,none,curl Authorization header in run step
127,infrastructure/.github/workflows/release.yml,14,npm_auth_token,npm,real-format-fake,infrastructure,true,false,false,none,NPM_TOKEN env on step
128,infrastructure/.github/workflows/release.yml,16,pypi_token,pypi,real-format-fake,infrastructure,true,false,false,none,PYPI_TOKEN env on step
129,infrastructure/.github/workflows/release.yml,24,github_pat_classic,github,real-format-fake,infrastructure,true,false,false,none,GH_RELEASE_TOKEN env on step
130,notebooks/analysis.ipynb,15,aws_access_key_id,aws,real-format-fake,notebook,true,false,false,none,Hardcoded in Jupyter code cell
131,notebooks/analysis.ipynb,16,aws_secret_access_key,aws,real-format-fake,notebook,true,false,false,none,Hardcoded in Jupyter code cell
132,notebooks/analysis.ipynb,28,postgresql_connection_string,generic,real-format-fake,notebook,true,false,false,none,DB_URL in Jupyter code cell
133,notebooks/analysis.ipynb,39,openai_api_key,openai,real-format-fake,notebook,true,false,false,none,sk- prefix OpenAI key in Jupyter cell
134,notebooks/analysis.ipynb,53,aws_access_key_id,aws,real-format-fake,notebook,true,false,false,none,Secret in cell output (printed dict) — tests output scanning
135,notebooks/analysis.ipynb,53,stripe_secret_key_live,stripe,real-format-fake,notebook,true,false,false,none,Secret in cell output (printed dict) — tests output scanning
136,binary-artifacts/encoded_config.txt,6,kubernetes_service_account_token,kubernetes,real-format-fake,binary-artifact,true,false,false,base64,base64-encoded kube token
137,binary-artifacts/encoded_config.txt,11,rds_password_in_terraform_state,generic,real-format-fake,binary-artifact,true,false,false,base64,base64-encoded fragment of terraform state with password
138,binary-artifacts/encoded_config.txt,15,docker_registry_auth,docker,real-format-fake,binary-artifact,true,false,false,base64,base64-encoded docker config.json auth field
139,obfuscated/base64_encoded.py,9,aws_access_key_id,aws,real-format-fake,obfuscated,true,false,false,base64,AWS key base64-encoded
140,obfuscated/base64_encoded.py,13,aws_secret_access_key,aws,real-format-fake,obfuscated,true,false,false,base64,AWS secret fully base64-encoded
141,obfuscated/base64_encoded.py,17,jwt_secret,generic,real-format-fake,obfuscated,true,false,false,base64,JWT secret base64-encoded at runtime
142,obfuscated/base64_encoded.py,21,stripe_secret_key_live,stripe,real-format-fake,obfuscated,true,false,false,base64,Stripe live key base64-encoded
143,obfuscated/base64_encoded.py,27,docker_registry_password,docker,real-format-fake,obfuscated,true,false,false,base64,Docker auth JSON with base64-encoded credentials
144,obfuscated/url_encoded.py,9,postgresql_connection_string,generic,real-format-fake,obfuscated,true,false,false,url-encoded,Password with URL-encoded special characters
145,obfuscated/url_encoded.py,13,aws_secret_access_key,aws,real-format-fake,obfuscated,true,false,false,url-encoded,AWS secret with URL-encoded characters
146,obfuscated/url_encoded.py,17,api_key_in_url,generic,real-format-fake,obfuscated,true,false,false,url-encoded,API key in URL query parameter
147,obfuscated/url_encoded.py,21,redis_connection_string,redis,real-format-fake,obfuscated,true,false,false,url-encoded,Redis URL with URL-encoded password
148,obfuscated/split_across_lines.py,10,aws_access_key_id,aws,real-format-fake,obfuscated,true,false,false,split-concat,AWS key split across two variables concatenated
149,obfuscated/split_across_lines.py,15,stripe_secret_key_live,stripe,real-format-fake,obfuscated,true,false,false,split-concat,Stripe key built from three f-string parts
150,obfuscated/split_across_lines.py,22,jwt_secret,generic,real-format-fake,obfuscated,true,false,false,split-concat,JWT secret from three concatenated variables
151,obfuscated/split_across_lines.py,28,postgresql_connection_string,generic,real-format-fake,obfuscated,true,false,false,split-concat,Connection string assembled from individual parts
152,obfuscated/split_across_lines.py,35,github_pat_classic,github,real-format-fake,obfuscated,true,false,false,split-concat,GitHub PAT split with implicit Python string concatenation
153,obfuscated/partial_redaction.py,9,stripe_secret_key_live,stripe,real-format-fake,obfuscated,true,false,false,partial-redaction,Stripe key with middle redacted — real prefix preserved
154,obfuscated/partial_redaction.py,13,aws_access_key_id,aws,real-format-fake,obfuscated,true,false,false,partial-redaction,AWS key with asterisks in middle
155,obfuscated/partial_redaction.py,17,github_pat_classic,github,real-format-fake,obfuscated,true,false,false,partial-redaction,GitHub PAT with partial masking
156,obfuscated/partial_redaction.py,21,sendgrid_api_key,sendgrid,real-format-fake,obfuscated,true,false,false,partial-redaction,SendGrid key partially redacted
157,obfuscated/partial_redaction.py,25,jwt_secret,generic,real-format-fake,obfuscated,true,false,false,partial-redaction,JWT secret with first chars masked
158,obfuscated/partial_redaction.py,29,postgresql_connection_string,generic,real-format-fake,obfuscated,true,false,false,partial-redaction,DB password partially redacted in error message string
FP-01,fp-traps/placeholder_examples.py,9,template_placeholder,generic,obvious-fake,source-code,true,false,true,none,YOUR_AWS_ACCESS_KEY_HERE — NOT a secret
FP-02,fp-traps/placeholder_examples.py,10,template_placeholder,generic,obvious-fake,source-code,true,false,true,none,YOUR_AWS_SECRET_KEY_HERE — NOT a secret
FP-03,fp-traps/placeholder_examples.py,11,template_placeholder,stripe,obvious-fake,source-code,true,false,true,none,INSERT_STRIPE_SECRET_KEY — NOT a secret
FP-04,fp-traps/placeholder_examples.py,12,template_placeholder,generic,obvious-fake,source-code,true,false,true,none,REPLACE_WITH_YOUR_API_KEY — NOT a secret
FP-05,fp-traps/placeholder_examples.py,13,template_placeholder,generic,obvious-fake,source-code,true,false,true,none,CHANGE_ME_IN_PRODUCTION — NOT a secret
FP-06,fp-traps/placeholder_examples.py,17,aws_example_key,aws,obvious-fake,source-code,true,false,true,none,AKIAIOSFODNN7EXAMPLE from AWS docs — NOT a secret
FP-07,fp-traps/placeholder_examples.py,18,aws_example_secret,aws,obvious-fake,source-code,true,false,true,none,wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY from AWS docs — NOT a secret
FP-08,fp-traps/placeholder_examples.py,21,weak_placeholder,generic,obvious-fake,source-code,true,false,true,none,changeme password — NOT a real secret
FP-09,fp-traps/placeholder_examples.py,22,weak_placeholder,generic,obvious-fake,source-code,true,false,true,none,password123 — NOT a real secret
FP-10,fp-traps/placeholder_examples.py,23,dev_placeholder,generic,obvious-fake,source-code,true,false,true,none,development-only-not-for-production — NOT a secret
FP-11,fp-traps/env_var_refs.py,9,env_var_reference,aws,obvious-fake,source-code,true,false,true,none,os.environ.get() call — NOT a hardcoded secret
FP-12,fp-traps/env_var_refs.py,10,env_var_reference,aws,obvious-fake,source-code,true,false,true,none,os.environ.get() call — NOT a hardcoded secret
FP-13,fp-traps/env_var_refs.py,11,env_var_reference,stripe,obvious-fake,source-code,true,false,true,none,os.environ[] access — NOT a hardcoded secret
FP-14,fp-traps/env_var_refs.py,12,env_var_reference,generic,obvious-fake,source-code,true,false,true,none,os.environ.get() with default — NOT a hardcoded secret
FP-15,fp-traps/public_keys.txt,8,rsa_public_key,generic,obvious-fake,source-code,true,false,true,none,RSA PUBLIC KEY — NOT a secret (public key)
FP-16,fp-traps/public_keys.txt,16,ssh_public_key_rsa,generic,obvious-fake,source-code,true,false,true,none,ssh-rsa authorized_keys format — NOT a secret (public key)
FP-17,fp-traps/public_keys.txt,19,ssh_public_key_ed25519,generic,obvious-fake,source-code,true,false,true,none,ssh-ed25519 — NOT a secret (public key)
FP-18,fp-traps/public_keys.txt,22,pgp_public_key,generic,obvious-fake,source-code,true,false,true,none,PGP PUBLIC KEY BLOCK — NOT a secret (public key)
FP-19,fp-traps/commented_placeholders.yml,9,commented_placeholder,aws,obvious-fake,config-file,true,false,true,none,Commented-out YOUR_ACCESS_KEY_ID — NOT a secret
FP-20,fp-traps/commented_placeholders.yml,10,commented_placeholder,aws,obvious-fake,config-file,true,false,true,none,Commented-out YOUR_SECRET_ACCESS_KEY — NOT a secret
FP-21,fp-traps/commented_placeholders.yml,13,commented_db_password,generic,obvious-fake,config-file,true,false,true,none,Commented-out supersecretpassword — NOT a real credential
FP-22,fp-traps/commented_placeholders.yml,20,env_var_reference,aws,obvious-fake,config-file,true,false,true,none,${AWS_ACCESS_KEY_ID} YAML env var reference — NOT hardcoded
FP-23,fp-traps/commented_placeholders.yml,21,env_var_reference,aws,obvious-fake,config-file,true,false,true,none,${AWS_SECRET_ACCESS_KEY} YAML reference — NOT hardcoded
FP-24,fp-traps/test_examples.py,12,test_mock_value,aws,obvious-fake,source-code,true,false,true,none,MOCK_AWS_ACCESS_KEY = AKIAIOSFODNN7EXAMPLE — test mock only
FP-25,fp-traps/test_examples.py,13,test_mock_value,aws,obvious-fake,source-code,true,false,true,none,MOCK_AWS_SECRET_KEY = AWS doc example key — test mock only
FP-26,fp-traps/test_examples.py,14,test_mock_value,stripe,obvious-fake,source-code,true,false,true,none,MOCK_STRIPE_KEY = sk_test_00000 — obviously test value
150,history_secrets.py,7,aws_access_key_id,aws,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
151,history_secrets.py,8,aws_secret_access_key,aws,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
152,history_secrets.py,11,github_pat_classic,github,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
153,history_secrets.py,14,stripe_secret_key_live,stripe,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
154,history_secrets.py,17,postgresql_connection_string,generic,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
155,history_secrets.py,20,sendgrid_api_key,sendgrid,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
156,history_secrets.py,23,twilio_account_sid,twilio,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
157,history_secrets.py,24,twilio_auth_token,twilio,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
158,history_secrets.py,27,slack_bot_token,slack,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
159,history_secrets.py,30,jwt_secret,generic,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
160,history_secrets.py,33,redis_connection_string,redis,real-format-fake,source-code,false,true,false,none,HISTORY ONLY — committed in second commit then deleted
